Species	Symbol	Ensembl	Family	Protein	Entrez ID
Canis_familiaris	MEF2D	ENSCAFG00000016806	SRF	ENSCAFP00000039275;ENSCAFP00000024714;	490413
Canis_familiaris	SIX3	ENSCAFG00000002547	Homeobox	ENSCAFP00000003708;	-
Canis_familiaris	DLX5	ENSCAFG00000002191	Homeobox	ENSCAFP00000003194;	482313
Canis_familiaris	GATA5	ENSCAFG00000012709	zf-GATA	ENSCAFP00000018678;	485961
Canis_familiaris	TEAD2	ENSCAFG00000003698	TEA	ENSCAFP00000038549;ENSCAFP00000005516;	484381
Canis_familiaris	EMX2	ENSCAFG00000011987	Homeobox	ENSCAFP00000017647;ENSCAFP00000040364;	610697
Canis_familiaris	PAXBP1	ENSCAFG00000025084	GCFC	ENSCAFP00000034617;	609740
Canis_familiaris	-	ENSCAFG00000013760	zf-C2H2	ENSCAFP00000041896;	491421
Canis_familiaris	SMAD5	ENSCAFG00000001094	MH1	ENSCAFP00000001536;	481520
Canis_familiaris	EGR4	ENSCAFG00000031530	zf-C2H2	ENSCAFP00000037202;	483112
Canis_familiaris	BCL6	ENSCAFG00000013904	ZBTB	ENSCAFP00000020491;ENSCAFP00000020491;	488124
Canis_familiaris	NFYB	ENSCAFG00000029177	NF-YB	ENSCAFP00000041763;	475450
Canis_familiaris	TFAP4	ENSCAFG00000019231	bHLH	ENSCAFP00000028356;ENSCAFP00000036462;	490029
Canis_familiaris	PAX9	ENSCAFG00000013690	PAX	ENSCAFP00000020158;	490654
Canis_familiaris	RREB1	ENSCAFG00000009527	zf-C2H2	ENSCAFP00000014006;ENSCAFP00000040793;ENSCAFP00000043047;	488206
Canis_familiaris	HOXA3	ENSCAFG00000032285	Homeobox	ENSCAFP00000037493;	482368
Canis_familiaris	ISX	ENSCAFG00000001735	Homeobox	ENSCAFP00000002523;	610571
Canis_familiaris	NR2F2	ENSCAFG00000010911	RXR-like	ENSCAFP00000011928;ENSCAFP00000016060;	479026
Canis_familiaris	PDX1	ENSCAFG00000006746	Homeobox	ENSCAFP00000010069;	493994
Canis_familiaris	ZBTB48	ENSCAFG00000019615	ZBTB	ENSCAFP00000037907;ENSCAFP00000037907;ENSCAFP00000029010;	608070
Canis_familiaris	HNF4G	ENSCAFG00000008285	RXR-like	ENSCAFP00000012184;	487005
Canis_familiaris	FIGLA	ENSCAFG00000023073	bHLH	ENSCAFP00000030453;	-
Canis_familiaris	EVX2	ENSCAFG00000013402	Homeobox	ENSCAFP00000019743;	609915
Canis_familiaris	OVOL3	ENSCAFG00000006605	zf-C2H2	ENSCAFP00000009873;	102153991
Canis_familiaris	E2F5	ENSCAFG00000008628	E2F	ENSCAFP00000012654;	611103
Canis_familiaris	CRX	ENSCAFG00000004068	TF_Otx	ENSCAFP00000006035;	403577
Canis_familiaris	ETV7	ENSCAFG00000001394	ETS	ENSCAFP00000001998;ENSCAFP00000033818;	481764
Canis_familiaris	-	ENSCAFG00000031052	Runt	ENSCAFP00000041150;	449531
Canis_familiaris	ZNF786	ENSCAFG00000004378	zf-C2H2	ENSCAFP00000006505;	106557477
Canis_familiaris	ZNF182	ENSCAFG00000015232	zf-C2H2	ENSCAFP00000022437;	491864
Canis_familiaris	PTF1A	ENSCAFG00000004216	bHLH	ENSCAFP00000006259;	-
Canis_familiaris	ATF3	ENSCAFG00000012339	TF_bZIP	ENSCAFP00000041814;ENSCAFP00000018170;	612911
Canis_familiaris	ZBTB44	ENSCAFG00000009981	ZBTB	ENSCAFP00000031317;ENSCAFP00000031317;	489277
Canis_familiaris	BARHL1	ENSCAFG00000019892	Homeobox	ENSCAFP00000029463;	491283
Canis_familiaris	DMRTA1	ENSCAFG00000001681	DM	ENSCAFP00000002446;	-
Canis_familiaris	ELK3	ENSCAFG00000006454	ETS	ENSCAFP00000009659;	482613
Canis_familiaris	-	ENSCAFG00000016128	CSD	ENSCAFP00000019752;	489467
Canis_familiaris	-	ENSCAFG00000019388	zf-C2H2	ENSCAFP00000028658;	-
Canis_familiaris	THAP5	ENSCAFG00000003290	THAP	ENSCAFP00000032124;	482404
Canis_familiaris	NEUROG2	ENSCAFG00000025325	bHLH	ENSCAFP00000035115;	100683455
Canis_familiaris	ZNF581	ENSCAFG00000032256	zf-C2H2	ENSCAFP00000037973;	106559556
Canis_familiaris	KLF17	ENSCAFG00000004819	zf-C2H2	ENSCAFP00000007193;	100684979
Canis_familiaris	-	ENSCAFG00000017000	zf-C2H2	ENSCAFP00000025034;	-
Canis_familiaris	ARID5B	ENSCAFG00000012991	ARID	ENSCAFP00000037005;ENSCAFP00000019146;	479217
Canis_familiaris	-	ENSCAFG00000032312	zf-C2H2	ENSCAFP00000041466;	-
Canis_familiaris	SATB2	ENSCAFG00000010971	CUT	ENSCAFP00000016187;ENSCAFP00000036183;	100687238
Canis_familiaris	-	ENSCAFG00000016006	zf-C2H2	ENSCAFP00000023590;	476682
Canis_familiaris	BACH1	ENSCAFG00000008729	TF_bZIP	ENSCAFP00000012830;	487718
Canis_familiaris	FOXC2	ENSCAFG00000019916	Fork_head	ENSCAFP00000029498;	102153219
Canis_familiaris	ZNF215	ENSCAFG00000006707	zf-C2H2	ENSCAFP00000009997;	485362
Canis_familiaris	DMRT3	ENSCAFG00000023150	DM	ENSCAFP00000002924;	-
Canis_familiaris	AR	ENSCAFG00000016656	ESR-like	ENSCAFP00000024499;	403588
Canis_familiaris	MYOG	ENSCAFG00000010309	bHLH	ENSCAFP00000015142;	490224
Canis_familiaris	C11orf95	ENSCAFG00000015061	zf-BED	ENSCAFP00000022191;	-
Canis_familiaris	DLX3	ENSCAFG00000016977	Homeobox	ENSCAFP00000024978;	491073
Canis_familiaris	MLXIPL	ENSCAFG00000012970	bHLH	ENSCAFP00000019137;	489807
Canis_familiaris	ZNF768	ENSCAFG00000029911	zf-C2H2	ENSCAFP00000039056;ENSCAFP00000039727;	489906
Canis_familiaris	LMX1A	ENSCAFG00000013317	Homeobox	ENSCAFP00000019634;	609061
Canis_familiaris	FOXJ2	ENSCAFG00000025515	Fork_head	ENSCAFP00000035570;	486703
Canis_familiaris	ALX4	ENSCAFG00000009453	Homeobox	ENSCAFP00000013906;	609979
Canis_familiaris	ZNF684	ENSCAFG00000025406	zf-C2H2	ENSCAFP00000043044;	482454
Canis_familiaris	-	ENSCAFG00000013430	zf-C2H2	ENSCAFP00000019782;ENSCAFP00000038216;ENSCAFP00000034604;	608198
Canis_familiaris	LHX6	ENSCAFG00000020277	Homeobox	ENSCAFP00000030074;ENSCAFP00000042212;	491354
Canis_familiaris	ZNF404	ENSCAFG00000004707	zf-C2H2	ENSCAFP00000007020;	-
Canis_familiaris	ZNF394	ENSCAFG00000015012	zf-C2H2	ENSCAFP00000022116;	-
Canis_familiaris	FOXO3	ENSCAFG00000003783	Fork_head	ENSCAFP00000005627;	481954
Canis_familiaris	DRGX	ENSCAFG00000006619	Homeobox	ENSCAFP00000009888;	607056
Canis_familiaris	EN2	ENSCAFG00000005082	Homeobox	ENSCAFP00000007570;	-
Canis_familiaris	TFDP2	ENSCAFG00000007742	E2F	ENSCAFP00000011470;	477099
Canis_familiaris	CREB3L1	ENSCAFG00000009282	TF_bZIP	ENSCAFP00000013655;ENSCAFP00000038058;	483636
Canis_familiaris	SOX12	ENSCAFG00000006973	HMG	ENSCAFP00000010358;	485820
Canis_familiaris	HMGA1	ENSCAFG00000001211	HMGA	ENSCAFP00000001724;	442946
Canis_familiaris	ZNF432	ENSCAFG00000029504	zf-C2H2	ENSCAFP00000042211;	100685146
Canis_familiaris	ATF1	ENSCAFG00000007928	TF_bZIP	ENSCAFP00000011736;	486545
Canis_familiaris	ZNF473	ENSCAFG00000032305	zf-C2H2	ENSCAFP00000040079;	102156941
Canis_familiaris	TFCP2L1	ENSCAFG00000004788	CP2	ENSCAFP00000007168;	610193
Canis_familiaris	NKX3-1	ENSCAFG00000009107	Homeobox	ENSCAFP00000013395;	-
Canis_familiaris	TSC22D3	ENSCAFG00000029920	TSC22	ENSCAFP00000038912;	492057
Canis_familiaris	MYBL2	ENSCAFG00000009336	MYB	ENSCAFP00000013756;	477232
Canis_familiaris	ZNF584	ENSCAFG00000002361	zf-C2H2	ENSCAFP00000003431;	100684391
Canis_familiaris	ZNF699	ENSCAFG00000017815	zf-C2H2	ENSCAFP00000026617;	484970
Canis_familiaris	PMS1	ENSCAFG00000009394	HMG	ENSCAFP00000013832;	478840
Canis_familiaris	HOXA10	ENSCAFG00000002963	Homeobox	ENSCAFP00000004395;	482373
Canis_familiaris	ZNF667	ENSCAFG00000002479	zf-C2H2	ENSCAFP00000003618;	100687632
Canis_familiaris	HMG20B	ENSCAFG00000019215	HMG	ENSCAFP00000028341;	612026
Canis_familiaris	-	ENSCAFG00000028533	zf-C2H2	ENSCAFP00000037290;	102153308
Canis_familiaris	ZHX2	ENSCAFG00000000967	Homeobox	ENSCAFP00000001373;	482033
Canis_familiaris	ZNF362	ENSCAFG00000023543	zf-C2H2	ENSCAFP00000015148;ENSCAFP00000041663;ENSCAFP00000041567;	487299
Canis_familiaris	ELF5	ENSCAFG00000006935	ETS	ENSCAFP00000010312;ENSCAFP00000041112;	608908
Canis_familiaris	RFX2	ENSCAFG00000018728	RFX	ENSCAFP00000027631;	476733
Canis_familiaris	ZNF268	ENSCAFG00000002456	zf-C2H2	ENSCAFP00000038689;	100686147
Canis_familiaris	SOX3	ENSCAFG00000019026	HMG	ENSCAFP00000028081;	492178
Canis_familiaris	IRF1	ENSCAFG00000000851	IRF	ENSCAFP00000001223;	100855872
Canis_familiaris	-	ENSCAFG00000011367	GTF2I	ENSCAFP00000016727;	607692
Canis_familiaris	NR1I3	ENSCAFG00000012921	THR-like	ENSCAFP00000013438;	488653
Canis_familiaris	BSX	ENSCAFG00000011686	Homeobox	ENSCAFP00000017172;	489354
Canis_familiaris	BCL11A	ENSCAFG00000002955	zf-C2H2	ENSCAFP00000004380;	481381
Canis_familiaris	-	ENSCAFG00000029639	HSF	ENSCAFP00000041655;	100856267
Canis_familiaris	TOX2	ENSCAFG00000009354	HMG	ENSCAFP00000042524;ENSCAFP00000013783;ENSCAFP00000013781;ENSCAFP00000041529;	485880
Canis_familiaris	TULP1	ENSCAFG00000001335	Tub	ENSCAFP00000001922;	-
Canis_familiaris	ZNF354B	ENSCAFG00000029114	zf-C2H2	ENSCAFP00000040638;ENSCAFP00000040401;	474648
Canis_familiaris	MYOD1	ENSCAFG00000009066	bHLH	ENSCAFP00000013332;	611940
Canis_familiaris	TBX5	ENSCAFG00000009189	T-box	ENSCAFP00000013523;	491447
Canis_familiaris	-	ENSCAFG00000029097	zf-C2H2	ENSCAFP00000041019;	-
Canis_familiaris	ONECUT2	ENSCAFG00000000127	CUT	ENSCAFP00000000189;	483967
Canis_familiaris	MXD4	ENSCAFG00000014873	bHLH	ENSCAFP00000021931;	100856390
Canis_familiaris	NCOA1	ENSCAFG00000004075	bHLH	ENSCAFP00000006049;ENSCAFP00000042770;	475684
Canis_familiaris	GATA3	ENSCAFG00000005019	zf-GATA	ENSCAFP00000007467;	487134
Canis_familiaris	DUXA	ENSCAFG00000002431	Homeobox	ENSCAFP00000003542;	-
Canis_familiaris	GRHL1	ENSCAFG00000003394	CP2	ENSCAFP00000035846;ENSCAFP00000005053;	475664
Canis_familiaris	FOXE3	ENSCAFG00000004028	Fork_head	ENSCAFP00000005967;	-
Canis_familiaris	PABPC4	ENSCAFG00000003081	bHLH	ENSCAFP00000004588;ENSCAFP00000004580;	607804
Canis_familiaris	RBPJL	ENSCAFG00000009670	CSL	ENSCAFP00000014219;	-
Canis_familiaris	ZBTB22	ENSCAFG00000000977	ZBTB	ENSCAFP00000001388;ENSCAFP00000001388;	607900
Canis_familiaris	INSM2	ENSCAFG00000013428	zf-C2H2	ENSCAFP00000035268;	490652
Canis_familiaris	PIAS2	ENSCAFG00000017599	zf-MIZ	ENSCAFP00000025956;	480147
Canis_familiaris	-	ENSCAFG00000030302	zf-C2H2	ENSCAFP00000040829;	489911
Canis_familiaris	FOXP1	ENSCAFG00000006461	Fork_head	ENSCAFP00000009713;	484692
Canis_familiaris	ZNF516	ENSCAFG00000000019	zf-C2H2	ENSCAFP00000000030;ENSCAFP00000036000;	483930
Canis_familiaris	FOXI1	ENSCAFG00000016968	Fork_head	ENSCAFP00000024965;	489127
Canis_familiaris	PGR	ENSCAFG00000003978	ESR-like	ENSCAFP00000005906;	403621
Canis_familiaris	NR1H3	ENSCAFG00000008824	THR-like	ENSCAFP00000012970;	483625
Canis_familiaris	TERF2	ENSCAFG00000020267	MYB	ENSCAFP00000030064;	489736
Canis_familiaris	-	ENSCAFG00000023509	zf-C2H2	ENSCAFP00000039771;ENSCAFP00000031519;	-
Canis_familiaris	ZNF311	ENSCAFG00000012078	zf-C2H2	ENSCAFP00000017838;ENSCAFP00000043190;	488334
Canis_familiaris	ELK1	ENSCAFG00000015178	ETS	ENSCAFP00000022360;	491860
Canis_familiaris	BHLHA9	ENSCAFG00000023646	bHLH	ENSCAFP00000031870;	-
Canis_familiaris	ZNF143	ENSCAFG00000007373	zf-C2H2	ENSCAFP00000011006;	485384
Canis_familiaris	SMAD9	ENSCAFG00000006162	MH1	ENSCAFP00000009253;ENSCAFP00000009257;	486006
Canis_familiaris	-	ENSCAFG00000023151	zf-GATA	ENSCAFP00000030680;	-
Canis_familiaris	-	ENSCAFG00000032481	Homeobox	ENSCAFP00000040566;	-
Canis_familiaris	ZBED4	ENSCAFG00000000714	zf-BED	ENSCAFP00000001020;	481197
Canis_familiaris	TFE3	ENSCAFG00000015765	bHLH	ENSCAFP00000023193;	491872
Canis_familiaris	KLF5	ENSCAFG00000005037	zf-C2H2	ENSCAFP00000007496;	612788
Canis_familiaris	-	ENSCAFG00000029959	zf-C2H2	ENSCAFP00000042198;	102153707
Canis_familiaris	FOXN4	ENSCAFG00000010915	Fork_head	ENSCAFP00000016069;	486314
Canis_familiaris	DLX1	ENSCAFG00000012935	Homeobox	ENSCAFP00000019056;	607766
Canis_familiaris	-	ENSCAFG00000031935	Homeobox	ENSCAFP00000037119;	-
Canis_familiaris	TLX3	ENSCAFG00000016919	Homeobox	ENSCAFP00000024876;	489123
Canis_familiaris	ZNF831	ENSCAFG00000012242	zf-C2H2	ENSCAFP00000018034;ENSCAFP00000041431;	611991
Canis_familiaris	-	ENSCAFG00000031127	Homeobox	ENSCAFP00000039611;	-
Canis_familiaris	NRF1	ENSCAFG00000001507	Nrf1	ENSCAFP00000002179;	482260
Canis_familiaris	DBP	ENSCAFG00000003928	TF_bZIP	ENSCAFP00000005875;	100685867
Canis_familiaris	DACH2	ENSCAFG00000017419	DACH	ENSCAFP00000025671;	-
Canis_familiaris	CTCFL	ENSCAFG00000012058	zf-C2H2	ENSCAFP00000033221;ENSCAFP00000017750;	477271
Canis_familiaris	-	ENSCAFG00000002448	bHLH	ENSCAFP00000003573;	475251
Canis_familiaris	ZBTB25	ENSCAFG00000016027	ZBTB	ENSCAFP00000023609;	490730
Canis_familiaris	-	ENSCAFG00000029293	zf-C2H2	ENSCAFP00000037081;	-
Canis_familiaris	ZEB1	ENSCAFG00000004023	zf-C2H2	ENSCAFP00000005968;ENSCAFP00000005968;ENSCAFP00000005970;	477966
Canis_familiaris	ETV4	ENSCAFG00000014484	ETS	ENSCAFP00000038330;ENSCAFP00000041124;ENSCAFP00000021366;	403641
Canis_familiaris	ZNF3	ENSCAFG00000018472	zf-C2H2	ENSCAFP00000021882;	489848
Canis_familiaris	HOXA11	ENSCAFG00000002966	Homeobox	ENSCAFP00000004401;	100683897
Canis_familiaris	CREB3	ENSCAFG00000002203	TF_bZIP	ENSCAFP00000003214;	611934
Canis_familiaris	MBD1	ENSCAFG00000018928	MBD	ENSCAFP00000027926;ENSCAFP00000027924;	480218
Canis_familiaris	ZBED6	ENSCAFG00000009578	zf-BED	ENSCAFP00000014076;	100682640
Canis_familiaris	TOX4	ENSCAFG00000005647	HMG	ENSCAFP00000008430;	475403
Canis_familiaris	MYSM1	ENSCAFG00000018906	MYB	ENSCAFP00000027892;ENSCAFP00000041521;	489568
Canis_familiaris	MYF6	ENSCAFG00000005805	bHLH	ENSCAFP00000008676;	-
Canis_familiaris	OTX2	ENSCAFG00000015216	TF_Otx	ENSCAFP00000022423;	490708
Canis_familiaris	FOXP4	ENSCAFG00000001596	Fork_head	ENSCAFP00000002320;	481793
Canis_familiaris	-	ENSCAFG00000029340	zf-C2H2	ENSCAFP00000042845;	102152013
Canis_familiaris	TFAP2C	ENSCAFG00000011996	AP-2	ENSCAFP00000017664;	485941
Canis_familiaris	DBX1	ENSCAFG00000009813	Homeobox	ENSCAFP00000014415;	-
Canis_familiaris	LEF1	ENSCAFG00000011252	HMG	ENSCAFP00000016565;	478507
Canis_familiaris	ONECUT3	ENSCAFG00000019469	CUT	ENSCAFP00000028793;	-
Canis_familiaris	-	ENSCAFG00000002392	zf-C2H2	ENSCAFP00000037464;	-
Canis_familiaris	HIC1	ENSCAFG00000019257	ZBTB	ENSCAFP00000028411;ENSCAFP00000028411;	491198
Canis_familiaris	ZNF383	ENSCAFG00000030182	zf-C2H2	ENSCAFP00000038021;	484541
Canis_familiaris	-	ENSCAFG00000023067	HSF	ENSCAFP00000030443;	492209
Canis_familiaris	-	ENSCAFG00000013304	zf-C2H2	ENSCAFP00000036731;	481675
Canis_familiaris	-	ENSCAFG00000029398	bHLH	ENSCAFP00000038411;	-
Canis_familiaris	PRDM8	ENSCAFG00000008881	zf-C2H2	ENSCAFP00000013038;	-
Canis_familiaris	ZHX1	ENSCAFG00000001001	Homeobox	ENSCAFP00000039837;	475089
Canis_familiaris	-	ENSCAFG00000030128	Homeobox	ENSCAFP00000036588;	-
Canis_familiaris	ZNF438	ENSCAFG00000004017	zf-C2H2	ENSCAFP00000038705;ENSCAFP00000005958;	487086
Canis_familiaris	-	ENSCAFG00000002561	zf-C2H2	ENSCAFP00000040346;ENSCAFP00000039294;ENSCAFP00000003734;	100856606
Canis_familiaris	INSM1	ENSCAFG00000005264	zf-C2H2	ENSCAFP00000007872;	-
Canis_familiaris	TFAP2D	ENSCAFG00000002153	AP-2	ENSCAFP00000003141;	481835
Canis_familiaris	ZNF521	ENSCAFG00000018158	zf-C2H2	ENSCAFP00000026820;ENSCAFP00000042115;	490511
Canis_familiaris	NFE2L2	ENSCAFG00000013506	TF_bZIP	ENSCAFP00000019894;ENSCAFP00000033899;	478813
Canis_familiaris	PRDM4	ENSCAFG00000001788	zf-C2H2	ENSCAFP00000002598;ENSCAFP00000040587;	481291
Canis_familiaris	MNX1	ENSCAFG00000005148	Homeobox	ENSCAFP00000007681;	482821
Canis_familiaris	STAT5B	ENSCAFG00000015509	STAT	ENSCAFP00000022915;	490969
Canis_familiaris	SP1	ENSCAFG00000006950	zf-C2H2	ENSCAFP00000010330;	-
Canis_familiaris	-	ENSCAFG00000028868	Homeobox	ENSCAFP00000042246;	-
Canis_familiaris	HELT	ENSCAFG00000007599	bHLH	ENSCAFP00000011266;ENSCAFP00000039576;	100856229
Canis_familiaris	ZBTB49	ENSCAFG00000015688	ZBTB	ENSCAFP00000023051;ENSCAFP00000023051;ENSCAFP00000023056;ENSCAFP00000023056;	488826
Canis_familiaris	ERF	ENSCAFG00000031552	ETS	ENSCAFP00000037999;	100687937
Canis_familiaris	ZNF485	ENSCAFG00000032376	zf-C2H2	ENSCAFP00000038576;	100687256
Canis_familiaris	MTF1	ENSCAFG00000003247	zf-C2H2	ENSCAFP00000004826;	608127
Canis_familiaris	-	ENSCAFG00000014732	zf-C2H2	ENSCAFP00000040847;	491850
Canis_familiaris	AFF3	ENSCAFG00000023079	AF-4	ENSCAFP00000003263;ENSCAFP00000003261;	611584
Canis_familiaris	ZNF200	ENSCAFG00000031888	zf-C2H2	ENSCAFP00000036277;	490042
Canis_familiaris	KLF12	ENSCAFG00000005040	zf-C2H2	ENSCAFP00000039400;	485493
Canis_familiaris	ZNF48	ENSCAFG00000029852	zf-C2H2	ENSCAFP00000036564;	489901
Canis_familiaris	POU6F1	ENSCAFG00000007790	Pou	ENSCAFP00000011537;	-
Canis_familiaris	SOX8	ENSCAFG00000019601	HMG	ENSCAFP00000036142;ENSCAFP00000028989;	490082
Canis_familiaris	FOXR1	ENSCAFG00000012417	Fork_head	ENSCAFP00000041994;ENSCAFP00000018283;ENSCAFP00000018278;	489376
Canis_familiaris	GBX1	ENSCAFG00000004799	Homeobox	ENSCAFP00000040519;ENSCAFP00000007158;	-
Canis_familiaris	MIER2	ENSCAFG00000019729	MYB	ENSCAFP00000029202;	612437
Canis_familiaris	ZFHX2	ENSCAFG00000011646	Homeobox	ENSCAFP00000017107;	490613
Canis_familiaris	SMARCA1	ENSCAFG00000018673	MYB	ENSCAFP00000038690;ENSCAFP00000027555;	481046
Canis_familiaris	-	ENSCAFG00000024903	TF_bZIP	ENSCAFP00000034242;	-
Canis_familiaris	NRL	ENSCAFG00000011844	TF_bZIP	ENSCAFP00000017429;	490620
Canis_familiaris	-	ENSCAFG00000031784	zf-C2H2	ENSCAFP00000037156;	-
Canis_familiaris	OSR1	ENSCAFG00000003775	zf-C2H2	ENSCAFP00000042099;ENSCAFP00000005619;	482984
Canis_familiaris	POU1F1	ENSCAFG00000007781	Pou	ENSCAFP00000011512;	403753
Canis_familiaris	EVX1	ENSCAFG00000002971	Homeobox	ENSCAFP00000004404;	-
Canis_familiaris	NR4A2	ENSCAFG00000009209	NGFIB-like	ENSCAFP00000033002;ENSCAFP00000013553;	478754
Canis_familiaris	UNCX	ENSCAFG00000011794	Homeobox	ENSCAFP00000017336;	491604
Canis_familiaris	GLI1	ENSCAFG00000000223	zf-C2H2	ENSCAFP00000000319;	481126
Canis_familiaris	USF2	ENSCAFG00000007054	bHLH	ENSCAFP00000033130;	-
Canis_familiaris	THAP1	ENSCAFG00000005418	THAP	ENSCAFP00000008080;ENSCAFP00000043008;	475569
Canis_familiaris	HOXA9	ENSCAFG00000002961	Homeobox	ENSCAFP00000004393;	482372
Canis_familiaris	ZNF554	ENSCAFG00000029540	zf-C2H2	ENSCAFP00000042082;	-
Canis_familiaris	TCFL5	ENSCAFG00000024809	bHLH	ENSCAFP00000042938;ENSCAFP00000034059;	612441
Canis_familiaris	YBX1	ENSCAFG00000002541	CSD	ENSCAFP00000003704;	607025
Canis_familiaris	ZNF384	ENSCAFG00000014740	zf-C2H2	ENSCAFP00000021750;	486723
Canis_familiaris	ZBTB8A	ENSCAFG00000023779	ZBTB	ENSCAFP00000015381;ENSCAFP00000015381;	487304
Canis_familiaris	GLI2	ENSCAFG00000004821	zf-C2H2	ENSCAFP00000007216;	100682984
Canis_familiaris	SHOX2	ENSCAFG00000008904	Homeobox	ENSCAFP00000013069;	485732
Canis_familiaris	ZNF114	ENSCAFG00000030032	zf-C2H2	ENSCAFP00000041189;	100684128
Canis_familiaris	HMG20A	ENSCAFG00000018061	HMG	ENSCAFP00000026696;	487661
Canis_familiaris	ZNF583	ENSCAFG00000031296	zf-C2H2	ENSCAFP00000036037;	-
Canis_familiaris	RFX8	ENSCAFG00000002190	RFX	ENSCAFP00000003191;ENSCAFP00000039092;	100683612
Canis_familiaris	ETV1	ENSCAFG00000002342	ETS	ENSCAFP00000003400;	475246
Canis_familiaris	ZFP30	ENSCAFG00000028541	zf-C2H2	ENSCAFP00000036327;ENSCAFP00000037636;	-
Canis_familiaris	ZKSCAN7	ENSCAFG00000030360	zf-C2H2	ENSCAFP00000037160;	485566
Canis_familiaris	NFE2L1	ENSCAFG00000023139	TF_bZIP	ENSCAFP00000030651;	403692
Canis_familiaris	KLF6	ENSCAFG00000005354	zf-C2H2	ENSCAFP00000007987;	487151
Canis_familiaris	CSRNP3	ENSCAFG00000032100	CSRNP_N	ENSCAFP00000038496;	-
Canis_familiaris	HSF5	ENSCAFG00000017528	HSF	ENSCAFP00000036751;ENSCAFP00000039964;ENSCAFP00000025815;	610000
Canis_familiaris	ZNF396	ENSCAFG00000017895	zf-C2H2	ENSCAFP00000036798;	-
Canis_familiaris	ZIC4	ENSCAFG00000008194	zf-C2H2	ENSCAFP00000012053;	485704
Canis_familiaris	SSRP1	ENSCAFG00000007947	HMG	ENSCAFP00000011769;ENSCAFP00000038494;	475970
Canis_familiaris	HHEX	ENSCAFG00000007502	Homeobox	ENSCAFP00000011144;	608175
Canis_familiaris	-	ENSCAFG00000032282	zf-C2H2	ENSCAFP00000036118;ENSCAFP00000037440;ENSCAFP00000039434;	102157134
Canis_familiaris	MECP2	ENSCAFG00000019440	MBD	ENSCAFP00000028750;ENSCAFP00000039713;	-
Canis_familiaris	ZNF496	ENSCAFG00000010670	zf-C2H2	ENSCAFP00000015692;	490575
Canis_familiaris	STAT1	ENSCAFG00000009797	STAT	ENSCAFP00000014654;ENSCAFP00000014419;ENSCAFP00000014423;	488449
Canis_familiaris	DMRT1	ENSCAFG00000001982	DM	ENSCAFP00000002919;	609186
Canis_familiaris	ZNF541	ENSCAFG00000004103	zf-C2H2	ENSCAFP00000006078;ENSCAFP00000038307;ENSCAFP00000038183;ENSCAFP00000037961;	484419
Canis_familiaris	PLAGL1	ENSCAFG00000000318	zf-C2H2	ENSCAFP00000000443;	484018
Canis_familiaris	-	ENSCAFG00000006384	E2F	ENSCAFP00000009562;	607720
Canis_familiaris	BHLHA15	ENSCAFG00000015425	bHLH	ENSCAFP00000022712;	489869
Canis_familiaris	MEIS1	ENSCAFG00000003233	Homeobox	ENSCAFP00000004804;	474619
Canis_familiaris	HOPX	ENSCAFG00000031330	Homeobox	ENSCAFP00000038631;	100855799
Canis_familiaris	-	ENSCAFG00000000485	Pou	ENSCAFP00000000709;	481709
Canis_familiaris	SP110	ENSCAFG00000010682	SAND	ENSCAFP00000015724;ENSCAFP00000040659;	100686387
Canis_familiaris	ZBTB12	ENSCAFG00000000674	ZBTB	ENSCAFP00000041202;ENSCAFP00000041202;	481719
Canis_familiaris	ZNF668	ENSCAFG00000016612	zf-C2H2	ENSCAFP00000024454;	489920
Canis_familiaris	-	ENSCAFG00000030603	zf-C2H2	ENSCAFP00000040023;	-
Canis_familiaris	-	ENSCAFG00000030172	zf-C2H2	ENSCAFP00000037778;	106558999
Canis_familiaris	ESR1	ENSCAFG00000000430	ESR-like	ENSCAFP00000000624;	403640
Canis_familiaris	STAT6	ENSCAFG00000000163	STAT	ENSCAFP00000000244;	100142679
Canis_familiaris	HES7	ENSCAFG00000016957	bHLH	ENSCAFP00000024951;	612802
Canis_familiaris	-	ENSCAFG00000024014	zf-C2H2	ENSCAFP00000042229;	-
Canis_familiaris	NR1I2	ENSCAFG00000011094	THR-like	ENSCAFP00000038934;ENSCAFP00000016344;	-
Canis_familiaris	MEIS2	ENSCAFG00000008498	Homeobox	ENSCAFP00000012556;ENSCAFP00000037169;	612759
Canis_familiaris	FOSL1	ENSCAFG00000013132	TF_bZIP	ENSCAFP00000019360;	483724
Canis_familiaris	ZNF2	ENSCAFG00000029711	zf-C2H2	ENSCAFP00000036335;	-
Canis_familiaris	KLF8	ENSCAFG00000016508	zf-C2H2	ENSCAFP00000024284;	-
Canis_familiaris	TBX6	ENSCAFG00000017092	T-box	ENSCAFP00000025169;	-
Canis_familiaris	TEAD3	ENSCAFG00000001326	TEA	ENSCAFP00000001909;ENSCAFP00000001907;	100855973
Canis_familiaris	MYBL1	ENSCAFG00000007344	MYB	ENSCAFP00000010889;ENSCAFP00000041884;	486979
Canis_familiaris	TBX21	ENSCAFG00000016705	T-box	ENSCAFP00000024565;	491044
Canis_familiaris	ZBED5	ENSCAFG00000028815	zf-BED	ENSCAFP00000038465;	612956
Canis_familiaris	TBX20	ENSCAFG00000028536	T-box	ENSCAFP00000036063;	482396
Canis_familiaris	ZSCAN30	ENSCAFG00000023897	zf-C2H2	ENSCAFP00000026421;	-
